INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID80378259,DSSTox_Substance_Id,DTXSID80378259,"2,2'-(2,2'-(butane-1,4-diyl)bis(1h-benzo[d]-imidazole-2,1-diyl))diacetic acid",OC(=O)CN1C(CCCCC2=NC3=CC=CC=C3N2CC(O)=O)=NC2=CC=CC=C12
DTXSID00182835,DSSTox_Substance_Id,DTXSID00182835,"Dibenz(b,f)(1,4)oxazepine, 11-methyl-",CC1=NC2=CC=CC=C2OC2=CC=CC=C12
DTXSID60197460,DSSTox_Substance_Id,DTXSID60197460,Isoimperatorin,CC(C)=CCOC1=C2C=CC(=O)OC2=CC2=C1C=CO2
DTXSID40654849,DSSTox_Substance_Id,DTXSID40654849,tert-Butyl 3-(2-ethoxy-2-oxoethyl)-1H-indole-1-carboxylate,CCOC(=O)CC1=CN(C(=O)OC(C)(C)C)C2=CC=CC=C12
DTXSID50183579,DSSTox_Substance_Id,DTXSID50183579,Metipirox,CC1=CC(=O)N(O)C(C)=C1
DTXSID70296317,DSSTox_Substance_Id,DTXSID70296317,MLS002704090,NC1=NC(=O)C(S1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID3044465,DSSTox_Substance_Id,DTXSID3044465,"2,4-Diaminobenzenesulfonic acid",NC1=CC=C(C(N)=C1)S(O)(=O)=O
DTXSID30156701,DSSTox_Substance_Id,DTXSID30156701,2-(4-Morpholinyl)-4H-1-benzopyran-4-one,O=C1C=C(OC2=CC=CC=C12)N1CCOCC1
DTXSID6048913,DSSTox_Substance_Id,DTXSID6048913,Propoxyphene hydrochloride,Cl.CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
DTXSID80308975,DSSTox_Substance_Id,DTXSID80308975,"6-(benzylamino)-1H-pyrimidine-2,4-dione",O=C1NC(=O)C=C(NCC2=CC=CC=C2)N1
DTXSID4042206,DSSTox_Substance_Id,DTXSID4042206,1-Dodecyl-2-pyrrolidinone,CCCCCCCCCCCCN1CCCC1=O
DTXSID30660732,DSSTox_Substance_Id,DTXSID30660732,"Phosphoric acid--N~4~-(5-chloroisoquinolin-1-yl)-N~1~,N~1~-diethylpentane-1,4-diamine (1/1)",OP(O)(O)=O.CCN(CC)CCCC(C)NC1=NC=CC2=C1C=CC=C2Cl
DTXSID40322637,DSSTox_Substance_Id,DTXSID40322637,"2-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)-N-(4-methylphenyl)acetamide",CC1=CC=C(NC(=O)CN2C(=O)C3=CC=CC=C3C2=O)C=C1
DTXSID70379937,DSSTox_Substance_Id,DTXSID70379937,Benzofuran-2-boronic acid,OB(O)C1=CC2=CC=CC=C2O1
DTXSID40222562,DSSTox_Substance_Id,DTXSID40222562,"6H-Pyrido(4,3-b)carbazol-9-ol, 1-((3-(diethylamino)propyl)amino)-5,11-dimethyl-",CCN(CC)CCCNC1=NC=CC2=C1C(C)=C1C3=C(NC1=C2C)C=CC(O)=C3
DTXSID00156834,DSSTox_Substance_Id,DTXSID00156834,"1,2-Benziodoxole, 1,3-dihydro-1-hydroxy-3-oxo-",O[I]1OC(=O)C2=CC=CC=C12
DTXSID60348071,DSSTox_Substance_Id,DTXSID60348071,"Diethyl 2,6-dimethyl-4-phenylpyridine-3,5-dicarboxylate",CCOC(=O)C1=C(C2=CC=CC=C2)C(C(=O)OCC)=C(C)N=C1C
DTXSID40201933,DSSTox_Substance_Id,DTXSID40201933,"Uracil, 6-amino-3-methyl-1-propyl-",CCCN1C(N)=CC(=O)N(C)C1=O
DTXSID4069711,DSSTox_Substance_Id,DTXSID4069711,"Benzenepropanamide, N-(2-methoxyphenyl)-3-nitro-.beta.-oxo-",COC1=C(NC(=O)CC(=O)C2=CC=CC(=C2)[N+]([O-])=O)C=CC=C1
DTXSID90190363,DSSTox_Substance_Id,DTXSID90190363,"1-Piperazineethanol, 4-(3-(10,11-dihydro-5H-dibenz(b,f)azepin-5-yl)propyl)-",OCCN1CCN(CCCN2C3=CC=CC=C3CCC3=CC=CC=C23)CC1
DTXSID40351689,DSSTox_Substance_Id,DTXSID40351689,NSC695052,COC1=CC=CC=C1NC(=S)NC1=CC=CC=N1
DTXSID80164593,DSSTox_Substance_Id,DTXSID80164593,Emd 66684,CCCCC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)N(CC1=CC=CS1)C=C2
DTXSID10109992,DSSTox_Substance_Id,DTXSID10109992,Sodium (2E)-4-(4-chlorophenyl)-4-hydroxybut-2-enoate,[Na+].OC(\C=C\C([O-])=O)C1=CC=C(Cl)C=C1
DTXSID6049515,DSSTox_Substance_Id,DTXSID6049515,NTP Mix117 ER1 5-EQP,N/A
DTXSID70390485,DSSTox_Substance_Id,DTXSID70390485,"N-Cyclopentyl-2,6-difluoro-N-[(thiophen-2-yl)methyl]benzamide",FC1=CC=CC(F)=C1C(=O)N(CC1=CC=CS1)C1CCCC1
DTXSID50354323,DSSTox_Substance_Id,DTXSID50354323,4-(4-Methoxy-phenyl)-2-methyl-thiazole,COC1=CC=C(C=C1)C1=CSC(C)=N1
DTXSID50417407,DSSTox_Substance_Id,DTXSID50417407,STK200977,CC1=CC(\C=N\NC(N)=S)=C(C)N1C1=CC(Cl)=CC=C1
DTXSID6052291,DSSTox_Substance_Id,DTXSID6052291,1-Methylimidazole,CN1C=CN=C1
DTXSID40172871,DSSTox_Substance_Id,DTXSID40172871,3-Hydroxy-2-(4-methylphenyl)-4H-chromen-4-one,CC1=CC=C(C=C1)C1=C(O)C(=O)C2=CC=CC=C2O1
DTXSID00316698,DSSTox_Substance_Id,DTXSID00316698,MLS003115818,NC1=NC2=C(C=C(SC3=CC=C(Cl)C=C3)C=C2)C(N)=N1
DTXSID00574019,DSSTox_Substance_Id,DTXSID00574019,"3-Hydroxy-1,2-dimethylpyridine-4(1H)-thione",CN1C=CC(=S)C(O)=C1C
DTXSID40277274,DSSTox_Substance_Id,DTXSID40277274,"4-chloro-1-methyl-1H-pyrazolo[3,4-d]pyrimidine",CN1N=CC2=C1N=CN=C2Cl
DTXSID40349607,DSSTox_Substance_Id,DTXSID40349607,"N-(5-Trifluoromethyl-[1,3,4]thiadiazol-2-yl)-succinamic acid",OC(=O)CCC(=O)NC1=NN=C(S1)C(F)(F)F
DTXSID70350483,DSSTox_Substance_Id,DTXSID70350483,"1H-Pyrazol-5-amine, 4-(3,4-dimethoxyphenyl)-3-methyl-1-phenyl-",COC1=C(OC)C=C(C=C1)C1=C(N)N(N=C1C)C1=CC=CC=C1
DTXSID3034618,DSSTox_Substance_Id,DTXSID3034618,Flufenpyr-ethyl,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl
DTXSID5047748,DSSTox_Substance_Id,DTXSID5047748,Methyl phosphonic acid,CP(O)(O)=O
DTXSID1025279,DSSTox_Substance_Id,DTXSID1025279,Ethyl cyanoacrylate,CCOC(=O)C(=C)C#N
DTXSID40424968,DSSTox_Substance_Id,DTXSID40424968,CHEBI:76156,OC1=CC(\C=C/C2=CC(O)=C(O)C=C2)=CC(O)=C1
DTXSID40144856,DSSTox_Substance_Id,DTXSID40144856,9-Methoxyacridine,COC1=C2C=CC=CC2=NC2=CC=CC=C12
DTXSID30170063,DSSTox_Substance_Id,DTXSID30170063,"2H-Furo(2,3-h)-1-benzopyran-2-one, 8-(1-methylethenyl)-",CC(=C)C1=CC2=C(O1)C=CC1=C2OC(=O)C=C1
DTXSID60327705,DSSTox_Substance_Id,DTXSID60327705,NSC678029,O=C(COC1=CC(=O)OC2=CC=CC=C12)C1=CC=CC=C1
DTXSID50390221,DSSTox_Substance_Id,DTXSID50390221,"1-(2,3-Dihydro-benzofuran-2-ylmethyl)-piperazine",C(C1CC2=CC=CC=C2O1)N1CCNCC1
DTXSID50168189,DSSTox_Substance_Id,DTXSID50168189,Epigalantamine,COC1=C2O[C@H]3C[C@H](O)C=C[C@]33CCN(C)CC(C=C1)=C23
DTXSID60679195,DSSTox_Substance_Id,DTXSID60679195,"4-(6-{4-[(Propan-2-yl)oxy]phenyl}pyrazolo[1,5-a]pyrimidin-3-yl)quinoline",CC(C)OC1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC2=CC=CC=C12
DTXSID30356401,DSSTox_Substance_Id,DTXSID30356401,"3-(Prop-2-en-1-yl)-2-sulfanylidene-1,2,3,5,6,7-hexahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",C=CCN1C(=S)NC2=C(C3=C(CCC3)S2)C1=O
DTXSID20459970,DSSTox_Substance_Id,DTXSID20459970,"N-(2,6-diphenylpyrimidin-4-yl)cyclobutanecarboxamide",O=C(NC1=NC(=NC(=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1CCC1
DTXSID00346218,DSSTox_Substance_Id,DTXSID00346218,4-Chloro-8-nitroquinoline,[O-][N+](=O)C1=CC=CC2=C(Cl)C=CN=C12
DTXSID7026108,DSSTox_Substance_Id,DTXSID7026108,Tetraethylenepentamine,NCCNCCNCCNCCN
DTXSID3048316,DSSTox_Substance_Id,DTXSID3048316,Clorprenaline,CC(C)NCC(O)C1=C(Cl)C=CC=C1
DTXSID70355332,DSSTox_Substance_Id,DTXSID70355332,"Thiourea, N-cyclohexyl-N'-(2,6-dimethylphenyl)-",CC1=CC=CC(C)=C1NC(=S)NC1CCCCC1
DTXSID20206229,DSSTox_Substance_Id,DTXSID20206229,5-Fluorotryptamine,NCCC1=CNC2=C1C=C(F)C=C2
DTXSID10302209,DSSTox_Substance_Id,DTXSID10302209,"2,4-Diacetyl-5-hydroxy-5-methyl-3-phenyl-cyclohexanone",CC(=O)C1C(C(C(C)=O)C(C)(O)CC1=O)C1=CC=CC=C1
DTXSID30367214,DSSTox_Substance_Id,DTXSID30367214,"2H-Isoindole-2-acetic acid, 1,3-dihydro-1,3-dioxo-, 2-propenyl ester",C=CCOC(=O)CN1C(=O)C2=CC=CC=C2C1=O
DTXSID8063412,DSSTox_Substance_Id,DTXSID8063412,"Benzoic acid, 3,5-dihydroxy-4-methoxy-",COC1=C(O)C=C(C=C1O)C(O)=O
DTXSID80462622,DSSTox_Substance_Id,DTXSID80462622,"9-chloro-5-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine",CC1CNCCC2=C1C=CC=C2Cl
DTXSID90658670,DSSTox_Substance_Id,DTXSID90658670,"2-{5-[(6-Phenylhexyl)sulfanyl]-1,3,4-oxadiazol-2-yl}pyridine",C(CCCC1=CC=CC=C1)CCSC1=NN=C(O1)C1=CC=CC=N1
DTXSID40880065,DSSTox_Substance_Id,DTXSID40880065,(+)-Antibiotic K 252a,[H][C@]12C[C@](O)(C(=O)OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O
DTXSID40241935,DSSTox_Substance_Id,DTXSID40241935,"(9S)-7,8,9,10-Tetrahydro-6,6,9-trimethyl-3-pentyl-6H-dibenzo[b,d]pyran-1-ol",CCCCCC1=CC(O)=C2C(OC(C)(C)C3=C2C[C@@H](C)CC3)=C1
DTXSID30350449,DSSTox_Substance_Id,DTXSID30350449,"5-(2-chlorophenyl)-4H-1,2,4-triazole-3-thiol",ClC1=CC=CC=C1C1=NC(=S)NN1
DTXSID5022063,DSSTox_Substance_Id,DTXSID5022063,"2,6-Dinitrophenol",OC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O
DTXSID50356726,DSSTox_Substance_Id,DTXSID50356726,AF-399/42255561,CC1=NC2=CC=CC=C2C=C1C(=O)NC1=CC=CC=C1Cl
DTXSID20279377,DSSTox_Substance_Id,DTXSID20279377,4-chloro-N-(pyridin-2-yl)benzenesulfonamide,ClC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
DTXSID00608166,DSSTox_Substance_Id,DTXSID00608166,"N,N-Dibenzyl-N'-(4-phenoxyphenyl)urea",O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1
DTXSID70349817,DSSTox_Substance_Id,DTXSID70349817,STK852423,O=C(C1=CC=CC=C1)C1=NC2=CC=CC=C2NC1=O
DTXSID6026082,DSSTox_Substance_Id,DTXSID6026082,"1,1,1,2-Tetrabromoethane",BrCC(Br)(Br)Br
DTXSID7064603,DSSTox_Substance_Id,DTXSID7064603,"Quinoxaline, 2,3-bis(4-methoxyphenyl)-",COC1=CC=C(C=C1)C1=C(N=C2C=CC=CC2=N1)C1=CC=C(OC)C=C1
DTXSID60505561,DSSTox_Substance_Id,DTXSID60505561,"3-Ethyl-6-methoxy-2-methyl-1,3-benzothiazol-3-ium iodide",[I-].CC[N+]1=C(C)SC2=C1C=CC(OC)=C2
DTXSID3045433,DSSTox_Substance_Id,DTXSID3045433,Benfotiamine,CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1
DTXSID2048820,DSSTox_Substance_Id,DTXSID2048820,Zelandopam,Cl.OC1=CC=C(C=C1O)[C@H]1CNCC2=C1C=CC(O)=C2O
DTXSID80658689,DSSTox_Substance_Id,DTXSID80658689,"N-[1-(3,3-Diphenylpropyl)piperidin-4-yl]-N,3-dimethylbutanamide",CC(C)CC(=O)N(C)C1CCN(CCC(C2=CC=CC=C2)C2=CC=CC=C2)CC1
DTXSID2045444,DSSTox_Substance_Id,DTXSID2045444,Articaine hydrochloride,Cl.CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
DTXSID60222807,DSSTox_Substance_Id,DTXSID60222807,AI 3-18658,S=C(SC(=S)N1CCCCC1)N1CCCCC1
DTXSID50351135,DSSTox_Substance_Id,DTXSID50351135,2-Chloro-N-phenethyl-benzamide,ClC1=CC=CC=C1C(=O)NCCC1=CC=CC=C1
DTXSID8048232,DSSTox_Substance_Id,DTXSID8048232,Thonzonium,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
DTXSID5023796,DSSTox_Substance_Id,DTXSID5023796,Pentamidine isethionate,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
DTXSID7023198,DSSTox_Substance_Id,DTXSID7023198,Lanatoside C,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1
DTXSID9046285,DSSTox_Substance_Id,DTXSID9046285,Proroxan,O=C(CCN1CCC(C1)C1=CC=CC=C1)C1=CC2=C(OCCO2)C=C1
DTXSID40352439,DSSTox_Substance_Id,DTXSID40352439,"N-[4-(3,5-Dioxopiperazine-1-sulfonyl)phenyl]acetamide",CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CC(=O)NC(=O)C1
DTXSID30353495,DSSTox_Substance_Id,DTXSID30353495,N-[(4-METHYLPHENYL)METHYL]-4-NITRO-BENZENESULFONAMIDE,CC1=CC=C(CNS(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1
DTXSID70396144,DSSTox_Substance_Id,DTXSID70396144,N-(3-Nitrobenzoyl)methionine,CSCCC(NC(=O)C1=CC(=CC=C1)[N+]([O-])=O)C(O)=O
DTXSID5042584,DSSTox_Substance_Id,DTXSID5042584,"(+)-N-(Carboxy)-1-methyl-9,10-dihydrolysergamine benzyl ester",CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=C2C1=CC=C3
DTXSID80378239,DSSTox_Substance_Id,DTXSID80378239,"2-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one",CC1(C)CC(=O)C2=CN=C(N)N=C2C1
DTXSID30319930,DSSTox_Substance_Id,DTXSID30319930,MLS003171111,CC(NC(=O)C1=C2OC3=CC=CC=C3SC2=CC=C1)C(O)=O
DTXSID1021796,DSSTox_Substance_Id,DTXSID1021796,"3,5-Dibromosalicylaldehyde",OC1=C(Br)C=C(Br)C=C1C=O
DTXSID10368123,DSSTox_Substance_Id,DTXSID10368123,3-methyl-5-phenoxy-1-phenyl-1H-pyrazole-4-carbaldehyde,CC1=NN(C(OC2=CC=CC=C2)=C1C=O)C1=CC=CC=C1
DTXSID60146034,DSSTox_Substance_Id,DTXSID60146034,ORF 21243,COC1=CC=C(C=C1)C(=O)CC[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
DTXSID50314700,DSSTox_Substance_Id,DTXSID50314700,ethyl 5-[(4-methoxyphenyl)methylidene]-2-methyl-4-oxofuran-3-carboxylate,CCOC(=O)C1=C(C)OC(=CC2=CC=C(OC)C=C2)C1=O
DTXSID20658507,DSSTox_Substance_Id,DTXSID20658507,3-Decyl-3-hydroxypentanedioic acid,CCCCCCCCCCC(O)(CC(O)=O)CC(O)=O
DTXSID9020164,DSSTox_Substance_Id,DTXSID9020164,Pentaerythritol dibromide,OCC(CO)(CBr)CBr
DTXSID70358267,DSSTox_Substance_Id,DTXSID70358267,"6-(4-Methoxyphenyl)-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",COC1=CC=C(C=C1)C1=CC(=O)NC(=S)N1
DTXSID6022636,DSSTox_Substance_Id,DTXSID6022636,Azatadine,CN1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=CC=C2
DTXSID20197340,DSSTox_Substance_Id,DTXSID20197340,"Theophylline, 8-methylthio-6-thio-",CSC1=NC2=C(N1)C(=S)N(C)C(=O)N2C
DTXSID60416148,DSSTox_Substance_Id,DTXSID60416148,EBE-A22,COC1=C(OC)C=C2C(=C1)N=CN=C2N(C)C1=CC(Br)=CC=C1
DTXSID90660733,DSSTox_Substance_Id,DTXSID90660733,"Phosphoric acid--N~4~-(8-chloroisoquinolin-1-yl)-N~1~,N~1~-diethylpentane-1,4-diamine (1/1)",OP(O)(O)=O.CCN(CC)CCCC(C)NC1=NC=CC2=C1C(Cl)=CC=C2
DTXSID7041091,DSSTox_Substance_Id,DTXSID7041091,Pentylenetetrazol,C1CCN2N=NN=C2CC1
DTXSID10289162,DSSTox_Substance_Id,DTXSID10289162,MLS002693231,NC1=NC(=O)C=C(NC2CCCC2)N1
DTXSID9021269,DSSTox_Substance_Id,DTXSID9021269,Sodium bicarbonate,[Na+].OC([O-])=O
DTXSID5022986,DSSTox_Substance_Id,DTXSID5022986,(-)-Epinephrine,CNC[C@H](O)C1=CC(O)=C(O)C=C1
DTXSID90432573,DSSTox_Substance_Id,DTXSID90432573,2-(4-hydroxy-3-propylphenyl)-4-propylphenol,CCCC1=CC(=C(O)C=C1)C1=CC(CCC)=C(O)C=C1
DTXSID40292881,DSSTox_Substance_Id,DTXSID40292881,5-(4-chlorophenyl)-1H-tetrazole,ClC1=CC=C(C=C1)C1=NNN=N1
DTXSID10340363,DSSTox_Substance_Id,DTXSID10340363,CHEMBL255175,NS(=O)(=O)C1=CC=C(C=C1)\N=C\C1=CC=C(C=C1)[N+]([O-])=O
DTXSID3046457,DSSTox_Substance_Id,DTXSID3046457,Etoricoxib,CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O
DTXSID3026566,DSSTox_Substance_Id,DTXSID3026566,"Dimethyl cyclohexane-1,4-dicarboxylate",COC(=O)C1CCC(CC1)C(=O)OC
DTXSID5045469,DSSTox_Substance_Id,DTXSID5045469,Suprofen,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
DTXSID1032482,DSSTox_Substance_Id,DTXSID1032482,Tebupirimfos,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C
DTXSID8026060,DSSTox_Substance_Id,DTXSID8026060,Sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
DTXSID80285994,DSSTox_Substance_Id,DTXSID80285994,MLS002608550,CC(C)CN1C=NC2=C1N=C(N)N=C2SCC1=CC=C(Cl)C=C1
DTXSID10361210,DSSTox_Substance_Id,DTXSID10361210,F0183-0065,CCNC1=NC(=S)N=C(NC(C)C)N1
DTXSID5042459,DSSTox_Substance_Id,DTXSID5042459,Tetradecylpyridinium bromide,[Br-].CCCCCCCCCCCCCC[N+]1=CC=CC=C1
DTXSID70298275,DSSTox_Substance_Id,DTXSID70298275,8-hydroxyquinoline-5-carbaldehyde,OC1=C2N=CC=CC2=C(C=O)C=C1
DTXSID8045696,DSSTox_Substance_Id,DTXSID8045696,Medronic acid,OP(O)(=O)CP(O)(O)=O
DTXSID50659002,DSSTox_Substance_Id,DTXSID50659002,"N-(2,4-Difluorophenyl)-4-[4-(2-methoxyphenyl)piperazin-1-yl]butanamide",COC1=CC=CC=C1N1CCN(CCCC(=O)NC2=C(F)C=C(F)C=C2)CC1
DTXSID3022582,DSSTox_Substance_Id,DTXSID3022582,Ambenonium chloride,[Cl-].[Cl-].CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1
DTXSID3036739,DSSTox_Substance_Id,DTXSID3036739,"1-(6-((17-3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",COC1=CC2=C(C=C1)[C@H]1CC[C@]3(C)[C@H](CC[C@H]3[C@@H]1CC2)NCCCCCCN1C(=O)C=CC1=O
DTXSID70323859,DSSTox_Substance_Id,DTXSID70323859,"3,4-dichloro-N-propylbenzamide",CCCNC(=O)C1=CC(Cl)=C(Cl)C=C1
DTXSID4020822,DSSTox_Substance_Id,DTXSID4020822,Methotrexate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DTXSID60359061,DSSTox_Substance_Id,DTXSID60359061,8-methylsulfanyl-7H-purin-6-amine,CSC1=NC2=NC=NC(N)=C2N1
DTXSID4026000,DSSTox_Substance_Id,DTXSID4026000,Rhein,OC(=O)C1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1
DTXSID90890497,DSSTox_Substance_Id,DTXSID90890497,"10-Undecenoic acid, zinc salt (2:1)",[Zn++].[O-]C(=O)CCCCCCCCC=C.[O-]C(=O)CCCCCCCCC=C
DTXSID50235042,DSSTox_Substance_Id,DTXSID50235042,PD 109394,CCN(CC)CC(=O)NC1=C(C(=O)C2=CC=CC=C2F)C(C)=NN1C
DTXSID7025508,DSSTox_Substance_Id,DTXSID7025508,(+-)-Lipoic acid,OC(=O)CCCCC1CCSS1
DTXSID0021547,DSSTox_Substance_Id,DTXSID0021547,1-Chloropropan-2-one,CC(=O)CCl
DTXSID80373067,DSSTox_Substance_Id,DTXSID80373067,2-hydroxy-4-(methoxymethoxy)benzaldehyde,COCOC1=CC(O)=C(C=O)C=C1
DTXSID80162579,DSSTox_Substance_Id,DTXSID80162579,Lirequinil,CCO[C@H]1CCN(C1)C(=O)C1=C2N(CCC3=C2C=C(Cl)C=C3)C(=O)C(=C1)C1=CC=CC=C1
DTXSID90575510,DSSTox_Substance_Id,DTXSID90575510,N-Cyclohexyl-2-methyl-5-[4-(trifluoromethyl)phenyl]pyrimidin-4-amine,CC1=NC=C(C(NC2CCCCC2)=N1)C1=CC=C(C=C1)C(F)(F)F
DTXSID8048238,DSSTox_Substance_Id,DTXSID8048238,Cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O
DTXSID7045447,DSSTox_Substance_Id,DTXSID7045447,Isoconazole,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl
DTXSID2021735,DSSTox_Substance_Id,DTXSID2021735,Dimethyl sulfoxide,CS(C)=O
DTXSID60285472,DSSTox_Substance_Id,DTXSID60285472,MLS000737050,CCCCSC1=NC(N)=NC(C)=C1
DTXSID70199455,DSSTox_Substance_Id,DTXSID70199455,Ispinesib mesylate,CS(O)(=O)=O.CC(C)[C@@H](N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C=CC(Cl)=C2)C(=O)N1CC1=CC=CC=C1
DTXSID9042627,DSSTox_Substance_Id,DTXSID9042627,SB 224289 hydrochloride,Cl.CN1CCC2(COC3=CC4=C(C=C23)N(CC4)C(=O)C2=CC=C(C=C2)C2=C(C)C=C(C=C2)C2=NOC(C)=N2)CC1
DTXSID80193368,DSSTox_Substance_Id,DTXSID80193368,"4-Piperidinol, 1-methyl-, benzoate, hydrochloride",Cl.CN1CCC(CC1)OC(=O)C1=CC=CC=C1
DTXSID70474698,DSSTox_Substance_Id,DTXSID70474698,"1,4-PBIT dihydrobromide",Br.Br.NC(=N)SCCC1=CC=C(CCSC(N)=N)C=C1
DTXSID3047001,DSSTox_Substance_Id,DTXSID3047001,Phenylacetaldehyde dimethyl acetal,COC(CC1=CC=CC=C1)OC
DTXSID3047893,DSSTox_Substance_Id,DTXSID3047893,"4,4'-Octahydro-1H-4,7-methanoindene-5,5-diyldiphenol",OC1=CC=C(C=C1)C1(CC2CC1C1CCCC21)C1=CC=C(O)C=C1
DTXSID70386308,DSSTox_Substance_Id,DTXSID70386308,ST50103161,CCOC(=O)C1=C(C)N=C2C(C1C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C21
DTXSID90172927,DSSTox_Substance_Id,DTXSID90172927,Lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1
DTXSID7041623,DSSTox_Substance_Id,DTXSID7041623,Benodanil,IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1
DTXSID5030955,DSSTox_Substance_Id,DTXSID5030955,Camphor,CC1(C)C2CCC1(C)C(=O)C2
DTXSID6022848,DSSTox_Substance_Id,DTXSID6022848,Clopidogrel,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl
DTXSID4022733,DSSTox_Substance_Id,DTXSID4022733,Carbenoxolone,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O
DTXSID70157318,DSSTox_Substance_Id,DTXSID70157318,5-(4-Piperidyl)isoxazol-3-ol,O=C1NOC(=C1)C1CCNCC1
DTXSID5020865,DSSTox_Substance_Id,DTXSID5020865,"4,4'-Methylenebis(2-chloroaniline)",NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1
DTXSID80858783,DSSTox_Substance_Id,DTXSID80858783,Tris(4-isopropylphenyl) phosphate,CC(C)C1=CC=C(OP(=O)(OC2=CC=C(C=C2)C(C)C)OC2=CC=C(C=C2)C(C)C)C=C1
