SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,EMBL_Chemcore_ID,Descriptive name,Pesticide type,CAS-Number,Monoisotopic mass,InChI,IUPAC-Name,Supplier,Supplier Object Id,CHEMBL_ID,ChEBI
ClC1=C(Cl)C2(Cl)C3C(COC3=O)C1(Cl)C2(Cl)Cl,O=C1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,"InChI=1S/C9H4Cl6O2/c10-4-5(11)8(13)3-2(1-17-6(3)16)7(4,12)9(8,14)15/h2-3H,1H2",GIUKJJMBQBRFTN-UHFFFAOYSA-N,555515,Endosulfan lactone,Insecticide,3868-61-9,"3,538,342",GIUKJJMBQBRFTN-UHFFFAOYSA-N,"4,5,6,7,8,8-Hexachloro-3a,4,7,7a-tetrahydro-4,7-methano-2-benzofuran-1(3H)-one",SIGMA-ALDRICH,36675-100MG,,
ClC1=C(Cl)[C@]2(Cl)C3COS(=O)(=O)OCC3[C@@]1(Cl)C2(Cl)Cl,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,"InChI=1S/C9H6Cl6O4S/c10-5-6(11)8(13)4-2-19-20(16,17)18-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",AAPVQEMYVNZIOO-UHFFFAOYSA-N,555516,Endosulfan sulfate,Insecticide,1031-07-08,"4,198,118",AAPVQEMYVNZIOO-UHFFFAOYSA-N,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~6~-2,4,3lambda~6~-benzodioxathiepine-3,3-dione",SIGMA-ALDRICH,36676-100MG-R,CHEMBL2272380,
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H",UOAMTSKGCBMZTC-UHFFFAOYSA-N,555517,Dicofol,Insecticide,115-32-2,"3,679,096",UOAMTSKGCBMZTC-UHFFFAOYSA-N,"2,2,2-Trichloro-1,1-bis(4-chlorophenyl)ethan-1-ol",SIGMA-ALDRICH,36677-100MG-R,CHEMBL228511,
Nc1cccc(O)c1,Nc1cccc(O)c1,"InChI=1S/C6H7NO/c7-5-2-1-3-6(8)4-5/h1-4,8H,7H2",CWLKGDAVCFYWJK-UHFFFAOYSA-N,555519,3-Aminophenol,Chemical,591-27-5,"1,090,528",CWLKGDAVCFYWJK-UHFFFAOYSA-N,3-Aminophenol,SIGMA-ALDRICH,36684-100MG,CHEMBL269755,CHEBI:28924
Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,555521,4-Chlorotoluene,,106-43-4,"1,260,236",NPDACUSDTOMAMK-UHFFFAOYSA-N,1-Chloro-4-methylbenzene,SIGMA-ALDRICH,36697-100MG,CHEMBL1797268,CHEBI:34401
CC(C)c1ccccc1,CC(C)c1ccccc1,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,555522,Cumene,,98-82-8,"1,200,939",RWGFKTVRMDUZSP-UHFFFAOYSA-N,(Propan-2-yl)benzene,SIGMA-ALDRICH,36698-1G,CHEMBL1398949,CHEBI:34656
Nc1cccc(Cl)c1Cl,Nc1cccc(Cl)c1Cl,"InChI=1S/C6H5Cl2N/c7-4-2-1-3-5(9)6(4)8/h1-3H,9H2",BRPSAOUFIJSKOT-UHFFFAOYSA-N,555523,"2,3-Dichloroaniline",Chemical,608-27-5,"1,609,799",BRPSAOUFIJSKOT-UHFFFAOYSA-N,"2,3-Dichloroaniline",SIGMA-ALDRICH,36701-100MG,CHEMBL1889723,
Nc1cc(Cl)ccc1Cl,Nc1cc(Cl)ccc1Cl,"InChI=1S/C6H5Cl2N/c7-4-1-2-5(8)6(9)3-4/h1-3H,9H2",AVYGCQXNNJPXSS-UHFFFAOYSA-N,555524,"2,5-Dichloroaniline",Chemical,95-82-9,"1,609,799",AVYGCQXNNJPXSS-UHFFFAOYSA-N,"2,5-Dichloroaniline",SIGMA-ALDRICH,36702-100MG,CHEMBL1406206,CHEBI:34245
Nc1cc(Cl)cc(Cl)c1,Nc1cc(Cl)cc(Cl)c1,"InChI=1S/C6H5Cl2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2",UQRLKWGPEVNVHT-UHFFFAOYSA-N,555525,"3,5-Dichloroaniline",Chemical,626-43-7,"1,609,799",UQRLKWGPEVNVHT-UHFFFAOYSA-N,"3,5-Dichloroaniline",SIGMA-ALDRICH,36704-100MG,CHEMBL1451208,
OC(=O)c1cc(Cl)ccc1Cl,O=C(O)c1cc(Cl)ccc1Cl,"InChI=1S/C7H4Cl2O2/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3H,(H,10,11)",QVTQYSFCFOGITD-UHFFFAOYSA-N,555526,"2,5-Dichlorobenzoic acid",Herbicide,50-79-3,"1,899,588",QVTQYSFCFOGITD-UHFFFAOYSA-N,"2,5-Dichlorobenzoic acid",SIGMA-ALDRICH,36705-1G,CHEMBL326312,
Clc1ccccc1Cl,Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,RFFLAFLAYFXFSW-UHFFFAOYSA-N,555527,"1,2-Dichlorobenzene",Chemical,95-50-1,"145,969",RFFLAFLAYFXFSW-UHFFFAOYSA-N,"1,2-Dichlorobenzene",SIGMA-ALDRICH,36707-100MG,CHEMBL298461,CHEBI:35290
Cc1ccc(C)c(O)c1,Cc1ccc(C)c(O)c1,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",NKTOLZVEWDHZMU-UHFFFAOYSA-N,555528,"2,5-Dimethylphenol",Chemical,95-87-4,"1,220,732",NKTOLZVEWDHZMU-UHFFFAOYSA-N,"2,5-Dimethylphenol",SIGMA-ALDRICH,36714-1G,CHEMBL192591,
Cc1cccc(C)c1O,Cc1cccc(C)c1O,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",NXXYKOUNUYWIHA-UHFFFAOYSA-N,555529,"2,6-Dimethylphenol",Chemical,576-26-1,"1,220,732",NXXYKOUNUYWIHA-UHFFFAOYSA-N,"2,6-Dimethylphenol",SIGMA-ALDRICH,36715-1G,CHEMBL30106,
Cc1cc(C)cc(O)c1,Cc1cc(C)cc(O)c1,"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",TUAMRELNJMMDMT-UHFFFAOYSA-N,555530,"3,5-Dimethylphenol",Chemical,108-68-9,"1,220,732",TUAMRELNJMMDMT-UHFFFAOYSA-N,"3,5-Dimethylphenol",SIGMA-ALDRICH,36717-100MG,CHEMBL191740,CHEBI:38572
CCc1ccc(O)cc1,CCc1ccc(O)cc1,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,555531,4-Ethylphenol,Chemical,0123-07-09,"1,220,732",HXDOZKJGKXYMEW-UHFFFAOYSA-N,4-Ethylphenol,SIGMA-ALDRICH,36724-250MG,CHEMBL108475,CHEBI:49584
NC(=O)Cc1cccc2ccccc12,NC(=O)Cc1cccc2ccccc12,"InChI=1S/C12H11NO/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H2,13,14)",XFNJVKMNNVCYEK-UHFFFAOYSA-N,555532,1-Naphthaleneacetamide,,86-86-2,"1,850,841",XFNJVKMNNVCYEK-UHFFFAOYSA-N,2-(Naphthalen-1-yl)acetamide,SIGMA-ALDRICH,36732-250MG,CHEMBL3186653,CHEBI:81810
O=C1NC(=O)c2ccccc12,O=C1NC(=O)c2ccccc21,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",XKJCHHZQLQNZHY-UHFFFAOYSA-N,555534,Phthalimide,,85-41-6,"147,032",XKJCHHZQLQNZHY-UHFFFAOYSA-N,"1H-Isoindole-1,3(2H)-dione",SIGMA-ALDRICH,36734-100MG,CHEMBL277294,CHEBI:82851
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",BJQHLKABXJIVAM-UHFFFAOYSA-N,555535,Di(2-ethylhexyl) phthalate,Chemical,117-81-7,"390,277",BJQHLKABXJIVAM-UHFFFAOYSA-N,"Bis(2-ethylhexyl) benzene-1,2-dicarboxylate",SIGMA-ALDRICH,36735-1G,CHEMBL1409747,CHEBI:17747
Clc1cccc(Cl)c1Cl,Clc1cccc(Cl)c1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,RELMFMZEBKVZJC-UHFFFAOYSA-N,555537,"1,2,3-Trichlorobenzene",Chemical,87-61-6,179.93,RELMFMZEBKVZJC-UHFFFAOYSA-N,"1,2,3-Trichlorobenzene",SIGMA-ALDRICH,36742-1G,CHEMBL46557,CHEBI:35289
Oc1c(Cl)ccc(Cl)c1Cl,Oc1c(Cl)ccc(Cl)c1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-2-4(8)6(10)5(3)9/h1-2,10H",XGCHAIDDPMFRLJ-UHFFFAOYSA-N,555538,"2,3,6-Trichlorophenol",Chemical,933-75-5,"1,959,249",XGCHAIDDPMFRLJ-UHFFFAOYSA-N,"2,3,6-Trichlorophenol",SIGMA-ALDRICH,36745-250MG,CHEMBL1458681,
Oc1ccccc1Cl,Oc1ccccc1Cl,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",ISPYQTSUDJAMAB-UHFFFAOYSA-N,555539,2-Chlorophenol,Chemical,95-57-8,"1,280,029",ISPYQTSUDJAMAB-UHFFFAOYSA-N,2-Chlorophenol,SIGMA-ALDRICH,36746-100MG,CHEMBL108877,
OC(=O)c1ccc(Cl)cc1Cl,O=C(O)c1ccc(Cl)cc1Cl,"InChI=1S/C7H4Cl2O2/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3H,(H,10,11)",ATCRIUVQKHMXSH-UHFFFAOYSA-N,555540,"2,4-Dichlorobenzoic acid",,50-84-0,"1,899,588",ATCRIUVQKHMXSH-UHFFFAOYSA-N,"2,4-Dichlorobenzoic acid",SIGMA-ALDRICH,36749-1G,CHEMBL1492029,CHEBI:30748
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,555541,"1,2,3,4,5,6-Hexachlorocyclohexane",Insecticide,608-73-1,"2,878,601",JLYXXMFPNIAWKQ-UHFFFAOYSA-N,"1,2,3,4,5,6-Hexachlorocyclohexane",SIGMA-ALDRICH,36756-250MG,CHEMBL1200921,
NCCO.OC(=O)c1nc(Cl)ccc1Cl,O=C(O)c1nc(Cl)ccc1Cl,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)",HUBANNPOLNYSAD-UHFFFAOYSA-N,555542,Clopyralid-olamine,Herbicide,57754-85-5,"1,919,619",NQQBTWVFKDDVIB-UHFFFAOYSA-N,"3,6-Dichloropyridine-2-carboxylic acid--2-aminoethan-1-ol (1/1)",SIGMA-ALDRICH,36529-250MG,CHEMBL1650605,
OC(=O)c1nc(Cl)ccc1Cl,O=C(O)c1nc(Cl)ccc1Cl,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)",HUBANNPOLNYSAD-UHFFFAOYSA-N,555542,Clopyralid,Herbicide,1702-17-6,"1,909,541",HUBANNPOLNYSAD-UHFFFAOYSA-N,"3,6-Dichloropyridine-2-carboxylic acid",SIGMA-ALDRICH,36758-250MG,CHEMBL1650605,CHEBI:62961
Clc1ccccc1-c2nnc(nn2)-c3ccccc3Cl,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H,UXADOQPNKNTIHB-UHFFFAOYSA-N,555543,Clofentezine,Insecticide,74115-24-5,"3,020,126",UXADOQPNKNTIHB-UHFFFAOYSA-N,"3,6-Bis(2-chlorophenyl)-1,2,4,5-tetrazine",SIGMA-ALDRICH,36763-50MG,CHEMBL17888,
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,"InChI=1S/C15H19Cl2N3O/c1-15(2,3)14(21)13(20-9-18-8-19-20)6-10-4-5-11(16)7-12(10)17/h4-5,7-9,13-14,21H,6H2,1-3H3",URDNHJIVMYZFRT-UHFFFAOYSA-N,555544,Diclobutrazol,Fungicide,75736-33-3,"3,270,905",URDNHJIVMYZFRT-UONOGXRCSA-N,"(2S,3S)-1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pentan-3-ol",SIGMA-ALDRICH,36764-50MG,CHEMBL1553129,CHEBI:4506
Cc1cccc(C)c1N,Cc1cccc(C)c1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",UFFBMTHBGFGIHF-UHFFFAOYSA-N,555545,"2,6-Dimethylaniline",Chemical,87-62-7,"1,210,891",UFFBMTHBGFGIHF-UHFFFAOYSA-N,"2,6-Dimethylaniline",SIGMA-ALDRICH,36766-1G-R,CHEMBL1340793,CHEBI:28738
CC(CN1CC(C)OC(C)C1)Cc2ccc(cc2)C(C)(C)C,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,"InChI=1S/C20H33NO/c1-15(12-21-13-16(2)22-17(3)14-21)11-18-7-9-19(10-8-18)20(4,5)6/h7-10,15-17H,11-14H2,1-6H3",RYAUSSKQMZRMAI-UHFFFAOYSA-N,555546,"(2R,6S)-Fenpropimorph",Fungicide,67564-91-4,"3,032,562",RYAUSSKQMZRMAI-ALOPSCKCSA-N,"rel-(2R,6S)-4-[3-(4-tert-Butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine",SIGMA-ALDRICH,36772-100MG-R,CHEMBL372700,CHEBI:50148
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,CCCCCCC(C)OC(=O)COc1[nH]c(F)c(Cl)c(=N)c1Cl,"InChI=1S/C15H21Cl2FN2O3/c1-3-4-5-6-7-9(2)23-10(21)8-22-15-12(17)13(19)11(16)14(18)20-15/h9H,3-8H2,1-2H3,(H2,19,20)",OLZQTUCTGLHFTQ-UHFFFAOYSA-N,555548,Fluroxypyr-meptyl,Herbicide,81406-37-3,"3,660,913",OLZQTUCTGLHFTQ-UHFFFAOYSA-N,"Octan-2-yl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",SIGMA-ALDRICH,36780-100MG-R,CHEMBL1882270,
Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,"InChI=1S/C12H9ClN2O3/c13-11-10(18-8-4-2-1-3-5-8)7-6-9(12(11)14)15(16)17/h1-7H,14H2",DDBMQDADIHOWIC-UHFFFAOYSA-N,555551,Aclonifen,Herbicide,74070-46-5,"2,640,302",DDBMQDADIHOWIC-UHFFFAOYSA-N,2-Chloro-6-nitro-3-phenoxyaniline,SIGMA-ALDRICH,36792-50MG-R,CHEMBL1485557,
CCC\C(=N/OCC)C1=C(O)CC(CC(C)SCC)CC1=O,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,"InChI=1S/C17H29NO3S/c1-5-8-14(18-21-6-2)17-15(19)10-13(11-16(17)20)9-12(4)22-7-3/h12-13,17H,5-11H2,1-4H3",NMHGOXYVOKDNHF-UHFFFAOYSA-N,555552,Sethoxydim,Herbicide,74051-80-2,"3,271,868",CSPPKDPQLUUTND-UHFFFAOYSA-N,2-(N-Ethoxybutanimidoyl)-5-[2-(ethylsulfanyl)propyl]-3-hydroxycyclohex-2-en-1-one,SIGMA-ALDRICH,36795-10MG,CHEMBL326563,CHEBI:81815
Fc1ccc(cc1)[C@@]3(Cn2cncn2)O[C@@H]3c4ccccc4Cl,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,"InChI=1S/C17H13ClFN3O/c18-15-4-2-1-3-14(15)16-17(23-16,9-22-11-20-10-21-22)12-5-7-13(19)8-6-12/h1-8,10-11,16H,9H2",ZMYFCFLJBGAQRS-UHFFFAOYSA-N,555553,Epoxiconazole,Fungicide,133855-98-8,"3,290,731",ZMYFCFLJBGAQRS-UHFFFAOYSA-N,"1-{[3-(2-Chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl}-1H-1,2,4-triazole",SIGMA-ALDRICH,36848-100MG,CHEMBL3184033,CHEBI:83759
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(O)=O,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,"InChI=1S/C16H12ClNO5/c1-9(15(19)20)21-11-3-5-12(6-4-11)22-16-18-13-7-2-10(17)8-14(13)23-16/h2-9H,1H3,(H,19,20)",MPPOHAUSNPTFAJ-UHFFFAOYSA-N,555554,Fenoxaprop,Herbicide,95617-09-07,"3,330,404",MPPOHAUSNPTFAJ-UHFFFAOYSA-N,"2-{4-[(6-Chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoic acid",SIGMA-ALDRICH,36849-100MG-R,CHEMBL421035,
O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,"InChI=1S/C20H26O4/c21-19(23-15-9-3-1-4-10-15)17-13-7-8-14-18(17)20(22)24-16-11-5-2-6-12-16/h7-8,13-16H,1-6,9-12H2",VOWAEIGWURALJQ-UHFFFAOYSA-N,555557,Dicyclohexyl phthalate,Chemical,84-61-7,"3,301,831",VOWAEIGWURALJQ-UHFFFAOYSA-N,"Dicyclohexyl benzene-1,2-dicarboxylate",SIGMA-ALDRICH,36908-250MG,CHEMBL3185893,CHEBI:34693
Oc1c(Br)cc(Br)cc1Br,Oc1c(Br)cc(Br)cc1Br,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",BSWWXRFVMJHFBN-UHFFFAOYSA-N,555558,"2,4,6-Tribromophenol",,118-79-6,"3,277,734",BSWWXRFVMJHFBN-UHFFFAOYSA-N,"2,4,6-Tribromophenol",SIGMA-ALDRICH,36918-250MG,CHEMBL220087,CHEBI:47696
Clc1cc(Cl)c(Cl)c(Cl)c1,Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,QZYNWJQFTJXIRN-UHFFFAOYSA-N,555559,"1,2,3,5-Tetrachlorobenzene",Chemical,634-90-2,"2,138,911",QZYNWJQFTJXIRN-UHFFFAOYSA-N,"1,2,3,5-Tetrachlorobenzene",SIGMA-ALDRICH,36928-250MG,CHEMBL44011,CHEBI:36696
CC1=C(C(=O)N(CO1)C(C)(C)c2cc(Cl)cc(Cl)c2)c3ccccc3,CC1=C(c2ccccc2)C(=O)N(C(C)(C)c2cc(Cl)cc(Cl)c2)CO1,"InChI=1S/C20H19Cl2NO2/c1-13-18(14-7-5-4-6-8-14)19(24)23(12-25-13)20(2,3)15-9-16(21)11-17(22)10-15/h4-11H,12H2,1-3H3",FCOHEOSCARXMMS-UHFFFAOYSA-N,555560,Oxaziclomefone,Herbicide,153197-14-9,"3,750,793",FCOHEOSCARXMMS-UHFFFAOYSA-N,"3-[2-(3,5-Dichlorophenyl)propan-2-yl]-6-methyl-5-phenyl-2,3-dihydro-4H-1,3-oxazin-4-one",SIGMA-ALDRICH,37005-10MG,,CHEBI:81839
CN(C)C(=O)Nc1cc(on1)C(C)(C)C,CN(C)C(=O)N=c1cc(C(C)(C)C)o[nH]1,"InChI=1S/C10H17N3O2/c1-10(2,3)7-6-8(12-15-7)11-9(14)13(4)5/h6H,1-5H3,(H,11,12,14)",JLLJHQLUZAKJFH-UHFFFAOYSA-N,555561,Isouron,Herbicide,55861-78-4,"2,111,321",JLLJHQLUZAKJFH-UHFFFAOYSA-N,"N'-(5-tert-Butyl-1,2-oxazol-3-yl)-N,N-dimethylurea",SIGMA-ALDRICH,37009-100MG,,CHEBI:81742
CC(C)(NC(=O)NCc1ccccc1Cl)c2ccccc2,CC(C)(NC(=O)NCc1ccccc1Cl)c1ccccc1,"InChI=1S/C17H19ClN2O/c1-17(2,14-9-4-3-5-10-14)20-16(21)19-12-13-8-6-7-11-15(13)18/h3-11H,12H2,1-2H3,(H2,19,20,21)",VYNOULHXXDFBLU-UHFFFAOYSA-N,555562,Cumyluron,Herbicide,99485-76-4,"3,021,186",VYNOULHXXDFBLU-UHFFFAOYSA-N,N-[(2-Chlorophenyl)methyl]-N'-(2-phenylpropan-2-yl)urea,SIGMA-ALDRICH,37023-25MG,,CHEBI:81738
COc1ccc(cc1OC)\C(=C/C(=O)N2CCOCC2)c3ccc(F)cc3,COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(F)cc2)cc1OC,"InChI=1S/C21H22FNO4/c1-25-19-8-5-16(13-20(19)26-2)18(15-3-6-17(22)7-4-15)14-21(24)23-9-11-27-12-10-23/h3-8,13-14H,9-12H2,1-2H3",BKBSMMUEEAWFRX-UHFFFAOYSA-N,555563,Flumorph,Fungicide,211867-47-9,"3,711,533",BKBSMMUEEAWFRX-UHFFFAOYSA-N,"3-(3,4-Dimethoxyphenyl)-3-(4-fluorophenyl)-1-(morpholin-4-yl)prop-2-en-1-one",SIGMA-ALDRICH,37038-25MG,,CHEBI:83428
CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,"InChI=1S/C21H22ClN3O2/c1-4-18-19(22)20(25(3)24-18)21(26)23-13-15-7-11-17(12-8-15)27-16-9-5-14(2)6-10-16/h5-12H,4,13H2,1-3H3,(H,23,26)",WPALTCMYPARVNV-UHFFFAOYSA-N,555564,Tolfenpyrad,Insecticide,129558-76-5,"3,831,401",WPALTCMYPARVNV-UHFFFAOYSA-N,4-Chloro-3-ethyl-1-methyl-N-{[4-(4-methylphenoxy)phenyl]methyl}-1H-pyrazole-5-carboxamide,SIGMA-ALDRICH,37043-25MG,CHEMBL2229099,CHEBI:38628
CC(C)(C)C(O)C(=C/c1ccc(Cl)cc1)\n2cncn2,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,"InChI=1S/C15H18ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-10,14,20H,1-3H3",YNWVFADWVLCOPU-UHFFFAOYSA-N,555565,Uniconazole,Plant growth regulator,83657-22-1,"2,911,138",YNWVFADWVLCOPU-MDWZMJQESA-N,"(1E)-1-(4-Chlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-ol",SIGMA-ALDRICH,37044-50MG,CHEMBL138177,CHEBI:38000
COP(=S)(OC)Oc1ccc(cc1)S(N)(=O)=O,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,"InChI=1S/C8H12NO5PS2/c1-12-15(16,13-2)14-7-3-5-8(6-4-7)17(9,10)11/h3-6H,1-2H3,(H2,9,10,11)",BSBSDQUZDZXGFN-UHFFFAOYSA-N,555566,Cythioate,Insecticide,115-93-5,"2,969,895",BSBSDQUZDZXGFN-UHFFFAOYSA-N,"O,O-Dimethyl O-(4-sulfamoylphenyl) phosphorothioate",SIGMA-ALDRICH,37045-25MG,CHEMBL2104588,
CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O,CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],"InChI=1S/C13H21N2O4PS/c1-5-11(4)14-20(21,18-6-2)19-13-9-10(3)7-8-12(13)15(16)17/h7-9,11H,5-6H2,1-4H3,(H,14,21)",OEYOMNZEMCPTKN-UHFFFAOYSA-N,555567,Butamiphos,Herbicide,36335-67-8,"332,096",OEYOMNZEMCPTKN-UHFFFAOYSA-N,O-Ethyl O-(5-methyl-2-nitrophenyl) N-butan-2-ylphosphoramidothioate,SIGMA-ALDRICH,37046-25MG,CHEMBL2252179,CHEBI:3232
Cn1cc(C(=O)Nc2ccccc2-c3cc(F)c(F)c(F)c3)c(n1)C(F)F,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,"InChI=1S/C18H12F5N3O/c1-26-8-11(16(25-26)17(22)23)18(27)24-14-5-3-2-4-10(14)9-6-12(19)15(21)13(20)7-9/h2-8,17H,1H3,(H,24,27)",SXSGXWCSHSVPGB-UHFFFAOYSA-N,555568,Fluxapyroxad,Fungicide,907204-31-3,"3,810,901",SXSGXWCSHSVPGB-UHFFFAOYSA-N,"3-(Difluoromethyl)-1-methyl-N-(3',4',5'-trifluoro[1,1'-biphenyl]-2-yl)-1H-pyrazole-4-carboximidic acid",SIGMA-ALDRICH,37047-100MG,,
CC(C)CC(C)c1ccccc1NC(=O)c2c(C)nn(C)c2F,Cc1nn(C)c(F)c1C(=O)Nc1ccccc1C(C)CC(C)C,"InChI=1S/C18H24FN3O/c1-11(2)10-12(3)14-8-6-7-9-15(14)20-18(23)16-13(4)21-22(5)17(16)19/h6-9,11-12H,10H2,1-5H3,(H,20,23)",GOFJDXZZHFNFLV-UHFFFAOYSA-N,555569,Penflufen,Fungicide,494793-67-8,"3,171,903",GOFJDXZZHFNFLV-UHFFFAOYSA-N,"5-Fluoro-1,3-dimethyl-N-[2-(4-methylpentan-2-yl)phenyl]-1H-pyrazole-4-carboximidic acid",SIGMA-ALDRICH,37049-100MG,,CHEBI:83134
FC(F)CN(Cc1ccc(Cl)nc1)C2=CC(=O)OC2,Oc1cc(N(Cc2ccc(Cl)nc2)CC(F)F)co1,"InChI=1S/C12H11ClF2N2O2/c13-10-2-1-8(4-16-10)5-17(6-11(14)15)9-3-12(18)19-7-9/h1-4,7,11,18H,5-6H2",YTBMOFJVIUTUAT-UHFFFAOYSA-N,555570,Flupyradifurone,Insecticide,951659-40-8,"2,880,477",QOIYTRGFOFZNKF-UHFFFAOYSA-N,"4-{[(6-Chloropyridin-3-yl)methyl](2,2-difluoroethyl)amino}furan-2(5H)-one",SIGMA-ALDRICH,37050-100MG,,
